,kidneySRR8374780,kidneySRR8374781,liverSRR8374774,liverSRR8374775,lungSRR8374778,lungSRR8374779,sIntestineSRR8374776,sIntestineSRR8374777
ENSMUSG00000030056,7,5,1,2,2,2,0,1
ENSMUSG00000030057,4511,3655,2676,3483,5667,5348,2293,2143
ENSMUSG00000030058,577,1227,373,384,616,686,1005,676
ENSMUSG00000030059,132,334,46,113,293,389,211,184
ENSMUSG00000030060,165,255,42,76,259,425,135,116
ENSMUSG00000030061,710,1038,327,399,803,962,696,508
ENSMUSG00000030062,2570,3305,1024,1212,2315,2861,1831,1909
ENSMUSG00000030064,326,1234,497,587,536,738,216,194
ENSMUSG00000030067,160,317,206,297,1764,2214,336,253
ENSMUSG00000030068,7,32,4,5,70,94,11,16
ENSMUSG00000030069,3,1,0,0,1,0,0,1
ENSMUSG00000030074,7,23,1,0,89,109,7,1
ENSMUSG00000030075,1,7,1,0,1,1,5,7
ENSMUSG00000030077,11,46,5,9,22,31,27,22
ENSMUSG00000030079,317,438,128,121,433,581,180,197
ENSMUSG00000030082,726,1314,784,944,910,1167,1061,858
ENSMUSG00000030083,315,553,214,273,520,726,284,234
ENSMUSG00000030084,4,79,0,3,32,33,14,2
ENSMUSG00000030086,483,498,20,22,284,329,56,59
ENSMUSG00000030087,1575,3516,2556,2686,1192,1329,182,94
ENSMUSG00000030088,3373,6056,5667,5868,104,120,659,450
ENSMUSG00000030089,55,71,19,15,224,244,57,31
ENSMUSG00000030091,119,355,81,116,516,907,208,224
ENSMUSG00000030092,6,3,0,0,4,9,0,1
ENSMUSG00000030093,1,0,1,2,92,192,0,0
ENSMUSG00000030094,465,750,122,189,520,728,153,143
ENSMUSG00000030095,209,300,54,68,911,1254,299,189
ENSMUSG00000030096,3798,7905,726,1070,1882,2158,2398,1396
ENSMUSG00000030098,17,71,0,1,16,35,11,9
ENSMUSG00000030101,820,1169,210,270,514,739,360,318
ENSMUSG00000030102,1131,4217,203,282,763,1120,528,532
ENSMUSG00000030103,637,1237,661,353,514,491,716,417
ENSMUSG00000030104,844,1648,1121,1281,1231,1449,1468,1153
ENSMUSG00000030105,1411,2273,531,616,1114,1393,790,584
ENSMUSG00000030107,9,13,16,8,55,54,38,19
ENSMUSG00000030108,1419,2077,1892,1964,13,9,1,9
ENSMUSG00000030109,27,36,568,678,3,4,2,2
ENSMUSG00000030110,1,6,0,0,463,332,45,42
ENSMUSG00000030111,3,2,1,1,40,88,0,0
ENSMUSG00000030114,2,1,0,0,19,34,2,3
ENSMUSG00000030116,9,10,2,3,630,830,5,17
ENSMUSG00000030117,0,1,1,0,4,2,2,4
ENSMUSG00000030120,2921,3363,994,1140,2001,2853,2684,2604
ENSMUSG00000030122,6975,7556,3238,3987,7302,9118,2381,3050
ENSMUSG00000030123,181,480,101,151,788,1401,82,85
ENSMUSG00000030124,9,14,17,17,51,99,69,84
ENSMUSG00000030125,5,9,0,0,519,622,4,5
ENSMUSG00000030126,5383,253,5579,6594,4639,552,518,487
ENSMUSG00000030127,1177,1589,430,552,955,1282,821,660
ENSMUSG00000030131,6,4,3105,3388,19,6,3,1
ENSMUSG00000030134,11,17,1,3,1880,2309,12,10
ENSMUSG00000030137,12,22,20,15,100,145,2,2
ENSMUSG00000030138,178,520,89,145,518,676,212,227
ENSMUSG00000030142,0,3,0,0,34,85,1,1
ENSMUSG00000030143,0,0,0,0,0,0,0,0
ENSMUSG00000030144,2,1,1,0,46,91,1,2
ENSMUSG00000030145,31,37,6,11,76,107,9,12
ENSMUSG00000030147,12,10,1,6,38,49,5,3
ENSMUSG00000030148,18,24,10,12,117,157,45,57
ENSMUSG00000030149,6,12,14,13,91,144,6,8
ENSMUSG00000030154,3,10,1,4,39,40,1,9
ENSMUSG00000030155,8,4,3,8,10,8,3850,2646
ENSMUSG00000030156,5,6,2,1,131,255,31,16
ENSMUSG00000030157,117,169,651,763,1470,2626,523,545
ENSMUSG00000030158,4,13,1,1,202,236,2,1
ENSMUSG00000030159,4,13,62,89,107,224,29,18
ENSMUSG00000030160,2750,5508,4,8,15,5,2,3
ENSMUSG00000030161,8666,12732,3063,2860,1495,1897,202,186
ENSMUSG00000030162,0,5,1,3,99,97,1,0
ENSMUSG00000030165,6,9,4,5,152,232,128,115
ENSMUSG00000030166,76,145,31,71,188,256,85,68
ENSMUSG00000030167,0,1,2,4,12,44,1,4
ENSMUSG00000030168,1081,1926,3344,4714,1787,1914,5372,4829
ENSMUSG00000030170,80,184,54,84,82,103,29,36
ENSMUSG00000030172,17,143,11,53,25,23,18,9
ENSMUSG00000030173,0,0,1,0,3,3,13,13
ENSMUSG00000030177,66,167,34,72,224,233,157,127
ENSMUSG00000030178,2,1,0,0,54,133,1,0
ENSMUSG00000030180,337,904,205,358,715,933,418,285
ENSMUSG00000030187,14,23,18,36,105,186,41,41
ENSMUSG00000030188,42,54,12,20,72,111,67,84
ENSMUSG00000030189,638,813,110,203,1524,1746,1149,1058
ENSMUSG00000030194,0,0,0,0,0,0,0,0
ENSMUSG00000030196,0,0,0,0,0,0,0,0
ENSMUSG00000030199,349,897,84,180,489,544,368,374
ENSMUSG00000030200,13,29,2,0,46,59,372,379
ENSMUSG00000030201,1014,2886,450,544,1231,1404,706,602
ENSMUSG00000030203,213,506,289,338,419,693,379,377
ENSMUSG00000030204,543,757,255,343,846,1216,390,372
ENSMUSG00000030205,1,2,0,1,3,2,0,0
ENSMUSG00000030206,1,0,0,0,0,1,0,0
ENSMUSG00000030207,139,392,198,222,120,167,751,678
ENSMUSG00000030208,217,427,21,24,2622,2624,2594,1173
ENSMUSG00000030209,0,0,1,1,2,4,2,2
ENSMUSG00000030213,173,517,118,174,644,1108,395,342
ENSMUSG00000030214,142,190,360,358,660,835,1285,959
ENSMUSG00000030216,421,766,142,211,670,847,462,385
ENSMUSG00000030217,46,72,16,47,378,400,5,3
ENSMUSG00000030218,912,1233,51,52,23297,27844,127,167
ENSMUSG00000030219,3,6,2,1,15,17,15,28
ENSMUSG00000030220,7,9,3,4,64,131,15,19
ENSMUSG00000030222,27,93,13,23,220,325,19,25
ENSMUSG00000030223,96,207,4,7,68,108,26,37
ENSMUSG00000030224,1480,1887,553,658,926,1285,897,890
ENSMUSG00000030225,688,976,241,448,107,164,855,820
ENSMUSG00000030226,0,3,0,0,0,2,5,9
ENSMUSG00000030228,64,233,74,89,25,35,5,2
ENSMUSG00000030230,0,0,0,0,0,0,0,0
ENSMUSG00000030231,225,629,228,305,394,551,443,351
ENSMUSG00000030232,423,988,141,168,753,939,407,321
ENSMUSG00000030235,0,1,0,2,3,10,1,3
ENSMUSG00000030236,49,14,13409,18027,41,23,15,4
ENSMUSG00000030237,13,49,334,649,3,3,1,0
ENSMUSG00000030243,69,180,29,41,139,195,59,61
ENSMUSG00000030244,279,415,1202,1064,9,4,1,0
ENSMUSG00000030245,155,197,21,40,348,493,140,153
ENSMUSG00000030246,21916,25779,33,61,1841,2305,94,100
ENSMUSG00000030247,132,124,22,32,141,165,87,71
ENSMUSG00000030249,109,272,107,107,131,180,94,75
ENSMUSG00000030254,8,32,7,20,58,99,55,48
ENSMUSG00000030255,43,58,5,7,346,382,57,44
ENSMUSG00000030256,21,13,10,3,63,82,7,6
ENSMUSG00000030257,47,230,12,25,35,80,12,23
ENSMUSG00000030259,282,772,233,324,548,753,21,20
ENSMUSG00000030263,9,18,29,20,303,512,143,171
ENSMUSG00000030264,282,396,76,142,257,243,281,219
ENSMUSG00000030265,557,1088,224,385,1299,1706,1107,864
ENSMUSG00000030268,509,970,0,2,13,17,2,3
ENSMUSG00000030269,302,451,176,195,368,517,234,256
ENSMUSG00000030270,1,4,0,0,1,3,1,1
ENSMUSG00000030271,113,107,28,51,145,165,53,75
ENSMUSG00000030272,404,518,84,90,630,838,74,77
ENSMUSG00000030275,62,637,21,56,101,64,117,24
ENSMUSG00000030276,29,139,19,30,346,420,244,142
ENSMUSG00000030278,9,5,47,43,307,297,1179,696
ENSMUSG00000030279,149,454,42,70,358,505,346,270
ENSMUSG00000030281,226,323,137,223,353,526,1374,783
ENSMUSG00000030282,677,908,400,430,466,645,1194,1081
ENSMUSG00000030283,73,209,0,1,7,8,12,8
ENSMUSG00000030284,337,540,405,335,469,620,115,101
ENSMUSG00000030286,1090,1337,349,459,987,1236,511,479
ENSMUSG00000030287,453,1265,212,260,498,680,147,124
ENSMUSG00000030291,1549,1430,247,291,625,796,306,261
ENSMUSG00000030292,0,0,0,0,0,2,0,1
ENSMUSG00000030298,1498,1810,446,599,1319,1635,2494,2509
ENSMUSG00000030301,914,1180,187,223,401,485,360,333
ENSMUSG00000030302,14,40,13,17,58,82,8,8
ENSMUSG00000030303,9,29,5,10,26,21,744,693
ENSMUSG00000030304,608,835,357,389,436,421,774,410
ENSMUSG00000030306,97,259,16,15,771,1097,68,53
ENSMUSG00000030307,1,1,0,0,0,0,2,0
ENSMUSG00000030309,41,181,6,20,76,99,83,118
ENSMUSG00000030310,0,0,0,0,1,1,0,0
ENSMUSG00000030313,145,440,398,490,236,357,454,283
ENSMUSG00000030314,231,316,283,360,354,557,167,149
ENSMUSG00000030315,208,355,142,220,455,557,209,157
ENSMUSG00000030316,144,205,11,32,101,160,188,196
ENSMUSG00000030317,0,0,0,0,0,0,0,0
ENSMUSG00000030319,33,40,1,1,37,59,45,41
ENSMUSG00000030321,50,115,1,8,105,117,6,2
ENSMUSG00000030322,35,125,6,14,99,119,29,13
ENSMUSG00000030323,455,996,28,40,225,309,28,36
ENSMUSG00000030324,3,9,0,0,6,12,0,2
ENSMUSG00000030325,3,0,1,4,24,60,6,3
ENSMUSG00000030327,482,688,379,414,457,647,582,487
ENSMUSG00000030329,4,1,4,2,19,43,18,39
ENSMUSG00000030330,0,0,0,0,0,0,0,0
ENSMUSG00000030335,969,919,220,280,331,448,517,644
ENSMUSG00000030336,0,0,0,0,0,0,0,0
ENSMUSG00000030337,86,380,31,36,196,325,124,110
ENSMUSG00000030339,1046,1463,608,532,948,1263,1193,1310
ENSMUSG00000030340,914,2275,245,246,2992,3879,114,112
ENSMUSG00000030341,564,819,514,605,1682,2394,1906,1379
ENSMUSG00000030342,796,1019,149,168,4676,6148,334,413
ENSMUSG00000030344,0,0,1,0,0,0,1,1
ENSMUSG00000030345,2,1,0,0,9,12,6,2
ENSMUSG00000030346,4,6,3,4,44,52,95,81
ENSMUSG00000030347,249,314,51,91,181,249,94,105
ENSMUSG00000030350,3,0,0,1,318,348,1,1
ENSMUSG00000030351,2,6,1,8,808,690,6,4
ENSMUSG00000030352,441,932,149,248,2172,2946,100,120
ENSMUSG00000030353,14,51,5,6,330,327,12,3
ENSMUSG00000030357,4350,5560,1522,1787,3151,3451,2877,3057
ENSMUSG00000030359,110,314,1723,3985,16,6,3,3
ENSMUSG00000030361,0,0,0,0,25,17,12,9
ENSMUSG00000030363,0,2,1,0,0,0,1,2
ENSMUSG00000030364,872,1190,232,159,35,8,20841,11293
ENSMUSG00000030365,1,9,3,5,150,210,16,11
ENSMUSG00000030366,0,0,0,0,0,0,0,1
ENSMUSG00000030368,0,0,0,0,0,0,0,0
ENSMUSG00000030373,0,0,0,1,0,0,1,0
ENSMUSG00000030374,598,1157,248,302,1170,1562,572,523
ENSMUSG00000030376,0,8,1,0,0,6,5,8
ENSMUSG00000030378,24,10,8074,12429,22,11,6,0
ENSMUSG00000030380,5,37,5,8,40,47,16,2
ENSMUSG00000030382,22,11,8978,9243,15,17,13,6
ENSMUSG00000030385,0,2,0,0,0,0,0,0
ENSMUSG00000030386,136,305,63,82,247,259,98,76
ENSMUSG00000030393,9,23,1,8,37,49,11,4
ENSMUSG00000030397,158,383,76,78,471,638,156,136
ENSMUSG00000030399,2,0,0,1,162,139,64,38
ENSMUSG00000030400,19,82,14,15,62,88,40,35
ENSMUSG00000030401,11,27,4,5,157,211,24,21
ENSMUSG00000030402,1,0,3,1,1,3,39,42
ENSMUSG00000030403,193,363,59,117,1076,1646,1486,1250
ENSMUSG00000030406,0,2,0,0,2,6,8,12
ENSMUSG00000030407,77,166,45,70,121,150,41,47
ENSMUSG00000030409,78,195,145,207,571,844,672,678
ENSMUSG00000030410,358,632,122,180,693,1062,76,68
ENSMUSG00000030411,11,46,9,8,243,314,9,10
ENSMUSG00000030413,11,6,6,3,934,820,709,631
ENSMUSG00000030417,484,616,133,201,369,611,199,255
ENSMUSG00000030421,391,556,213,235,478,702,230,211
ENSMUSG00000030423,170,217,88,91,245,329,124,152
ENSMUSG00000030424,38,91,25,50,70,121,59,53
ENSMUSG00000030427,0,0,0,0,47,82,9,8
ENSMUSG00000030428,4,6,0,1,1,1,4,0
ENSMUSG00000030431,383,346,86,108,154,245,276,322
ENSMUSG00000030432,2033,1883,528,696,2249,3143,1836,2442
ENSMUSG00000030433,2,2,0,1,23,11,1,1
ENSMUSG00000030435,417,1061,195,235,969,1364,721,632
ENSMUSG00000030443,1,19,0,2,39,50,3,2
ENSMUSG00000030446,0,0,0,0,0,0,0,0
ENSMUSG00000030447,392,651,229,339,1188,1526,911,623
ENSMUSG00000030450,0,0,1,2,1,0,1,1
ENSMUSG00000030451,239,1030,183,258,819,1157,526,588
ENSMUSG00000030452,328,548,100,156,274,306,444,306
ENSMUSG00000030463,0,0,0,0,0,0,0,0
ENSMUSG00000030465,32,155,205,216,500,681,123,74
ENSMUSG00000030468,4,7,2,5,387,780,30,37
ENSMUSG00000030469,79,155,19,36,141,191,94,70
ENSMUSG00000030470,1,0,118,103,227,280,0,0
ENSMUSG00000030471,144,318,30,50,219,286,417,385
ENSMUSG00000030472,3,2,3,3,7,5,1058,860
ENSMUSG00000030474,9,35,18,36,92,85,48,43
ENSMUSG00000030483,18,14,100,56,3311,3885,5593,4507
ENSMUSG00000030484,0,0,0,0,0,0,0,0
ENSMUSG00000030486,29,59,5,19,29,33,19,16
ENSMUSG00000030491,17,40,0,3,1,3,30,50
ENSMUSG00000030492,2151,3377,5,7,17,4,3125,2168
ENSMUSG00000030493,65,75,11,15,87,119,72,76
ENSMUSG00000030494,89,201,122,106,195,204,803,503
ENSMUSG00000030495,1,1,0,1,450,469,2,1
ENSMUSG00000030498,6896,8501,742,857,75,77,86,101
ENSMUSG00000030499,112,238,88,81,203,234,47,43
ENSMUSG00000030500,0,0,2,1,0,1,0,0
ENSMUSG00000030505,209,307,45,80,156,190,95,65
ENSMUSG00000030507,0,0,0,0,0,0,0,0
ENSMUSG00000030509,149,296,70,96,174,224,143,135
ENSMUSG00000030510,1,3,0,0,6,17,2,1
ENSMUSG00000030512,169,222,67,102,294,400,184,222
ENSMUSG00000030513,137,397,187,220,30,21,46,31
ENSMUSG00000030515,73,130,33,63,37,55,25,16
ENSMUSG00000030516,173,625,152,185,1725,2496,610,362
ENSMUSG00000030518,4,4,2,8,7,9,8,5
ENSMUSG00000030519,2,3,3,4,15,15,11,12
ENSMUSG00000030521,209,284,33,66,269,359,155,113
ENSMUSG00000030522,39,184,20,29,44,47,17,6
ENSMUSG00000030523,8,22,2,0,6,13,1,1
ENSMUSG00000030525,4,22,2,1,5,6,1,1
ENSMUSG00000030527,112,222,98,138,413,668,142,99
ENSMUSG00000030528,9,23,153,151,35,93,65,40
ENSMUSG00000030530,1276,2358,991,1049,717,1166,552,490
ENSMUSG00000030532,37,35,3,7,12,25,9,9
ENSMUSG00000030533,292,501,88,109,615,895,377,292
ENSMUSG00000030534,182,336,64,84,436,559,390,265
ENSMUSG00000030536,650,1317,68,115,4704,6505,1485,1306
ENSMUSG00000030538,1806,1964,348,502,546,731,2016,1988
ENSMUSG00000030539,65,194,10,20,102,150,329,240
ENSMUSG00000030541,8156,11194,914,897,1425,1849,623,583
ENSMUSG00000030543,0,4,0,0,48,29,1,3
ENSMUSG00000030544,0,2,0,0,50,69,0,0
ENSMUSG00000030545,1016,1630,831,655,404,324,728,541
ENSMUSG00000030546,1,5,0,0,30,21,8,12
ENSMUSG00000030549,1159,2643,2,1,5,2,0,2
ENSMUSG00000030551,1780,1339,935,1176,1795,1182,95,74
ENSMUSG00000030553,5,20,6,17,16,16,0,0
ENSMUSG00000030554,0,0,0,0,0,0,0,0
ENSMUSG00000030555,171,320,295,363,309,463,120,109
ENSMUSG00000030556,376,512,157,156,101,129,108,92
ENSMUSG00000030557,5,27,4,6,17,14,3,4
ENSMUSG00000030559,224,239,9,12,100,94,5,3
ENSMUSG00000030560,224,347,792,716,3115,3571,909,883
ENSMUSG00000030562,4608,8453,394,540,960,1452,6,1
ENSMUSG00000030577,6,6,6,10,509,945,62,46
ENSMUSG00000030579,86,109,124,183,1044,1555,236,349
ENSMUSG00000030583,89,322,60,64,469,650,629,512
ENSMUSG00000030584,1,4,1,1,6,23,5,2
ENSMUSG00000030587,75,51,40,63,55,95,1600,1659
ENSMUSG00000030588,529,482,183,242,401,592,387,267
ENSMUSG00000030589,4,15,2,2,120,201,29,31
ENSMUSG00000030590,62,116,26,28,108,145,276,237
ENSMUSG00000030591,1817,1953,758,972,947,1348,893,1022
ENSMUSG00000030592,2,4,1,2,65,51,21,20
ENSMUSG00000030595,290,417,126,195,360,506,498,343
ENSMUSG00000030598,20,32,8,14,79,135,8,9
ENSMUSG00000030600,0,0,0,0,0,0,0,0
ENSMUSG00000030602,0,0,0,0,0,0,0,0
ENSMUSG00000030603,1324,1583,632,689,813,1118,655,725
ENSMUSG00000030604,42,101,16,50,149,224,81,84
ENSMUSG00000030605,688,1154,110,117,3764,5418,456,544
ENSMUSG00000030606,3,6,0,1,20,22,4,4
ENSMUSG00000030607,0,1,1,0,11,2,0,0
ENSMUSG00000030609,231,401,72,106,203,289,102,96
ENSMUSG00000030610,75,127,32,49,109,143,65,85
ENSMUSG00000030611,369,373,91,141,181,269,181,181
ENSMUSG00000030612,448,497,127,147,152,271,203,282
ENSMUSG00000030613,298,382,40,53,206,238,186,172
ENSMUSG00000030614,851,1112,214,318,381,497,308,313
ENSMUSG00000030615,558,793,242,322,230,345,275,288
ENSMUSG00000030616,120,365,5,16,237,364,245,128
ENSMUSG00000030617,0,0,0,0,9,3,0,0
ENSMUSG00000030619,306,470,222,204,546,690,369,353
ENSMUSG00000030621,591,1017,6,5,40,61,12,5
ENSMUSG00000030623,0,0,0,0,0,0,0,0
ENSMUSG00000030629,1135,1812,955,1194,1600,1934,2158,1821
ENSMUSG00000030630,7092,8643,5364,6199,412,462,46,43
ENSMUSG00000030636,0,0,0,0,0,1,0,0
ENSMUSG00000030638,1,2,0,1,20,26,11,12
ENSMUSG00000030641,15,24,7,4,17,23,43,36
ENSMUSG00000030643,20,54,115,135,91,129,766,281
ENSMUSG00000030647,2125,1832,372,551,854,1195,856,992
ENSMUSG00000030649,43,100,32,55,33,48,37,25
ENSMUSG00000030650,12,28,2,3,107,88,1269,913
ENSMUSG00000030651,1,4,10,9,76,90,86,88
ENSMUSG00000030652,599,678,166,193,200,218,242,275
ENSMUSG00000030653,0,0,2,1,4,5,1,3
ENSMUSG00000030654,14927,13873,2026,2335,3614,4471,3865,3189
ENSMUSG00000030655,200,1325,301,377,1493,1602,1207,816
ENSMUSG00000030657,124,425,0,6,67,101,42,62
ENSMUSG00000030659,271,351,42,33,604,717,95,98
ENSMUSG00000030660,188,902,111,182,283,316,401,155
ENSMUSG00000030662,457,965,286,303,664,950,493,467
ENSMUSG00000030663,787,955,270,379,953,1382,439,459
ENSMUSG00000030664,0,0,0,0,0,0,0,0
ENSMUSG00000030666,0,0,0,0,30,11,13,16
ENSMUSG00000030669,22,30,0,0,21,29,0,0
ENSMUSG00000030670,25,30,127,143,21,21,10,15
ENSMUSG00000030671,81,204,508,754,233,312,152,112
ENSMUSG00000030672,15,23,8,8,95,52,38,40
ENSMUSG00000030674,1507,1471,1254,1744,36,37,8,2
ENSMUSG00000030677,6,22,1,3,50,69,106,81
ENSMUSG00000030678,1006,1473,532,674,2434,3434,1416,1375
ENSMUSG00000030680,0,0,0,0,0,0,0,0
ENSMUSG00000030681,279,458,210,209,909,1322,2146,1885
ENSMUSG00000030682,1029,1391,348,345,1339,1981,1472,1317
ENSMUSG00000030683,8,22,4,3,13,23,16,18
ENSMUSG00000030685,40,85,7,18,50,72,33,15
ENSMUSG00000030688,5505,6131,5126,6083,583,723,1276,1247
ENSMUSG00000030689,115,258,32,51,274,341,93,69
ENSMUSG00000030691,21,112,44,48,91,141,126,46
ENSMUSG00000030693,0,0,0,0,0,0,0,0
ENSMUSG00000030695,10954,13990,662,606,4738,6061,3156,3452
ENSMUSG00000030697,456,696,207,324,935,1329,908,761
ENSMUSG00000030699,4,30,7,5,59,112,17,10
ENSMUSG00000030701,308,296,224,282,940,1310,46,47
ENSMUSG00000030703,58,66,1,3,24,31,12,16
ENSMUSG00000030704,1538,1913,537,631,1929,2455,2023,1584
ENSMUSG00000030706,606,691,115,180,394,477,239,300
ENSMUSG00000030707,143,158,60,60,2835,4860,484,671
ENSMUSG00000030708,3,12,5,4,337,437,76,110
ENSMUSG00000030711,170,418,2880,2211,1063,1108,71,47
ENSMUSG00000030713,0,2,0,0,2,2,0,1
ENSMUSG00000030714,140,201,120,144,252,335,116,100
ENSMUSG00000030717,210,212,7,8,1449,1864,279,256
ENSMUSG00000030718,505,762,261,246,520,694,470,536
ENSMUSG00000030720,178,386,104,152,409,539,145,138
ENSMUSG00000030722,17,28,16,19,88,140,55,48
ENSMUSG00000030724,8,6,6,3,1004,2047,56,48
ENSMUSG00000030725,97,94,27,52,82,78,115,87
ENSMUSG00000030726,167,341,49,79,384,490,271,241
ENSMUSG00000030727,147,332,96,107,402,578,159,147
ENSMUSG00000030729,23,77,35,38,257,341,103,93
ENSMUSG00000030730,1,5,0,0,22,12,0,1
ENSMUSG00000030731,47,100,24,48,34,33,4,7
ENSMUSG00000030732,3,7,0,1,8,8,0,1
ENSMUSG00000030733,430,983,249,335,729,1076,565,559
ENSMUSG00000030735,42,41,11,15,4,7,6,14
ENSMUSG00000030737,154,326,730,870,334,372,438,489
ENSMUSG00000030738,2044,3310,989,1302,2010,2677,1463,1340
ENSMUSG00000030739,186,401,44,70,2267,2976,2976,2309
ENSMUSG00000030741,604,1127,212,219,785,1048,466,406
ENSMUSG00000030742,15,26,5,8,390,563,94,81
ENSMUSG00000030744,11019,9080,3073,4617,14121,19070,11040,10840
ENSMUSG00000030745,8,14,1,2,342,460,67,46
ENSMUSG00000030747,1991,2771,3933,4171,210,204,3180,2189
ENSMUSG00000030748,127,248,164,271,1272,1632,489,408
ENSMUSG00000030750,314,315,82,125,428,642,241,256
ENSMUSG00000030751,1672,1933,931,1126,1296,1750,1268,1259
ENSMUSG00000030752,57,82,21,31,90,126,57,56
ENSMUSG00000030753,566,896,189,227,848,1143,396,384
ENSMUSG00000030754,1167,2157,823,1060,1405,1720,1976,1662
ENSMUSG00000030757,0,11,0,0,9,21,2,1
ENSMUSG00000030759,2082,4385,26,59,1517,1980,155,188
ENSMUSG00000030760,251,436,118,170,578,786,169,102
ENSMUSG00000030761,166,446,118,111,307,320,493,462
ENSMUSG00000030762,19,16,790,946,6,3,263,754
ENSMUSG00000030763,417,542,73,127,305,437,480,675
ENSMUSG00000030766,270,618,85,125,764,1131,796,603
ENSMUSG00000030768,28,43,10,15,49,97,33,53
ENSMUSG00000030769,643,942,5,5,5,5,1214,1168
ENSMUSG00000030770,1075,2142,425,548,1603,2123,294,286
ENSMUSG00000030772,90,298,6,27,1006,1042,133,125
ENSMUSG00000030774,577,891,22,30,294,344,1189,914
ENSMUSG00000030775,2,6,3,0,54,57,30,15
ENSMUSG00000030779,464,1341,343,427,1270,1553,747,598
ENSMUSG00000030780,138,287,62,61,127,152,170,136
ENSMUSG00000030781,4703,8682,5,11,12,3,4,5
ENSMUSG00000030782,68,129,19,29,1030,1508,173,214
ENSMUSG00000030785,0,0,0,0,0,0,0,0
ENSMUSG00000030786,0,0,0,0,0,0,0,0
ENSMUSG00000030787,7,8,92,89,4475,5112,152,108
ENSMUSG00000030788,280,526,325,457,1150,1666,536,521
ENSMUSG00000030789,13,37,7,14,472,633,167,232
ENSMUSG00000030790,0,0,0,0,0,0,0,0
ENSMUSG00000030792,0,2,0,1,14,28,1,2
ENSMUSG00000030793,164,187,16,17,248,284,2707,2471
ENSMUSG00000030795,395,1981,141,279,1860,2420,773,703
ENSMUSG00000030796,23,46,11,4,292,372,36,36
ENSMUSG00000030798,20,30,21,31,999,1776,100,104
ENSMUSG00000030800,4678,5750,45,53,758,910,160,197
ENSMUSG00000030801,196,294,157,173,290,368,173,173
ENSMUSG00000030802,1137,1263,97,136,500,741,425,431
ENSMUSG00000030804,1,14,15,21,7,13,2,1
ENSMUSG00000030805,723,824,262,318,1373,1581,871,866
ENSMUSG00000030806,0,10,20,35,39,35,9,5
ENSMUSG00000030811,72,271,26,36,207,274,267,222
ENSMUSG00000030814,267,256,68,96,229,357,142,154
ENSMUSG00000030815,143,321,81,108,273,363,130,107
ENSMUSG00000030816,282,530,101,139,509,823,358,320
ENSMUSG00000030822,331,812,290,378,861,1285,704,604
ENSMUSG00000030823,39,67,13,16,51,104,91,84
ENSMUSG00000030824,0,0,0,0,0,0,0,0
ENSMUSG00000030825,83,135,0,0,19,11,1,5
ENSMUSG00000030826,715,1074,153,249,436,570,186,229
ENSMUSG00000030827,1,0,2,2,1,0,1,2
ENSMUSG00000030830,21,41,73,101,744,1151,84,110
ENSMUSG00000030834,101,246,1221,1580,9,14,294,223
ENSMUSG00000030835,607,985,216,269,530,702,1205,1195
ENSMUSG00000030838,1039,1850,3,2,3,1,2089,1851
ENSMUSG00000030839,214,209,28,37,70,103,28,41
ENSMUSG00000030842,1621,1583,406,463,746,1082,594,547
ENSMUSG00000030844,38,18,13,16,288,328,96,156
ENSMUSG00000030846,699,1011,515,686,1371,1424,637,627
ENSMUSG00000030847,321,591,188,220,749,995,332,329
ENSMUSG00000030849,314,625,321,317,1376,1919,385,425
ENSMUSG00000030850,0,0,0,0,0,0,0,0
ENSMUSG00000030851,1,1,0,0,0,0,2,4
ENSMUSG00000030852,0,0,0,0,0,0,0,0
ENSMUSG00000030854,1,3,0,1,16,13,24,17
ENSMUSG00000030858,0,0,0,0,0,0,0,0
ENSMUSG00000030859,0,0,0,0,0,0,0,0
ENSMUSG00000030861,0,0,0,0,0,0,0,0
ENSMUSG00000030862,0,0,0,0,0,0,0,0
ENSMUSG00000030865,7,7,18,29,54,46,2543,2000
ENSMUSG00000030866,3,0,0,0,4,4,124,82
ENSMUSG00000030867,6,17,2,3,72,116,277,239
ENSMUSG00000030868,134,281,31,36,136,136,112,59
ENSMUSG00000030869,2837,3132,443,640,561,763,1302,1445
ENSMUSG00000030870,445,788,215,226,482,723,567,497
ENSMUSG00000030871,142,226,101,130,89,120,182,176
ENSMUSG00000030872,467,932,67,61,284,418,41,49
ENSMUSG00000030873,2,7,0,0,0,0,0,0
ENSMUSG00000030876,1382,1545,355,459,510,710,730,646
ENSMUSG00000030877,16,23,0,0,9,8,9,3
ENSMUSG00000030878,1161,2045,10,10,410,545,1637,1725
ENSMUSG00000030879,0,0,0,0,0,0,0,0
ENSMUSG00000030880,1178,3058,82,124,266,382,218,214
ENSMUSG00000030881,771,969,109,190,1009,1361,662,660
ENSMUSG00000030882,5,39,4,9,49,88,11,13
ENSMUSG00000030884,8042,8153,2309,2928,1380,1572,4455,4135
ENSMUSG00000030887,10,14,1,1,8,8,8,4
ENSMUSG00000030888,210,239,74,115,215,322,95,84
ENSMUSG00000030889,2,9,4,0,363,510,4,3
ENSMUSG00000030890,7,17,3,1,11,3,1,1
ENSMUSG00000030894,3549,4736,829,994,2157,2710,597,487
ENSMUSG00000030895,111,42,39067,53070,150,153,22,19
ENSMUSG00000030897,1,0,1,0,1,1,2,1
ENSMUSG00000030898,4,3,0,0,1,2,0,1
